# build: 634824e1fbcf802bf27c7fbd29c113e5a2d63cb6
# pyd: C:\Users\nmb\Documents\Github\OpenSees\.claude\worktrees\release-build-634824e1f\dist\bin\opensees.pyd
# python: 3.12.10
# p0: 20.0
# e_init: 0.6944
# scheme: 1
# tan_type: 2
# tol: 1e-10
# nstep: 50
# ez_max: 0.02
# pRe: 0.0
# Pmin: 0.0101
# Presidual: 0.0
# honorTolR: 0
# max_substeps: 20000
# consts: {'G0': 264.32, 'nu': 0.3129, 'e_init': 0.6944, 'Mc': 1.3309, 'c': 0.71, 'lambda_c': 0.027, 'e0': 0.83, 'ksi': 0.45, 'P_atm': 101.0, 'm': 0.005, 'h0': 1.3, 'ch': 0.968, 'nb': 3.5, 'A0': 0.05, 'nd': 5.75, 'z_max': 12.5, 'cz': 1100.0, 'rho': 2.0}
step,pseudo_time,eps0,eps1,eps2,eps3,eps4,eps5,sig0,sig1,sig2,sig3,sig4,sig5,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,state17,state18,state19,state20,state21,state22,state23,state24,state25,psi,yieldDistance,substeps_me,substeps_capHit
0,0.0,-3.49337194375951e-05,-3.493371943759511e-05,-3.493371943759511e-05,-5.293955920339377e-21,2.202285662861181e-20,-1.6940658945086007e-21,-20.0,-20.000000000000007,-20.000000000000007,2.8339076907424403e-17,1.3748969590692949e-15,2.7410349321055277e-16,3.49337194375951e-05,3.493371943759511e-05,3.493371943759511e-05,5.293955920339377e-21,-2.202285662861181e-20,1.6940658945086007e-21,0.0,1.7763568394002506e-16,1.7763568394002506e-16,2.4187760222752818e-17,-4.14647318104334e-17,-3.4553943175361172e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6942224249173549,0.0,-0.12274942826783886,-0.0816496580927689,0.0,0.0
1,0.0004,5.039854146638848e-05,5.039854146639131e-05,-0.0004000000000000003,-1.1583175553702557e-18,-1.3417001884508117e-18,6.979551485375435e-19,-20.00000588082894,-20.00000588082896,-66.69450173977141,-1.564285092509819e-14,1.0053924952592213e-13,1.0063385000620634e-13,-0.00011832596493335921,-0.00011832596493335902,0.0005247378571080989,4.369326385209851e-19,-2.7533515239106965e-18,-2.762559878155703e-18,-0.4359799781934883,-0.4359799781934602,0.8719599563869486,-2.791101145299473e-15,-2.8422796233994756e-15,-2.828683474341954e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6938930305773213,0.0,-0.1192267331674326,4.6472464765301424e-11,1.0,0.0
2,0.0008,0.0002536552006899802,0.00025274056095457093,-0.0008000391423798831,-8.604619249652601e-08,-2.505018509518873e-10,8.65870634245917e-10,-20.00020529177193,-19.999876912080865,-69.13375429337246,1.5446418513699988e-05,-8.282374098960814e-07,2.8575693755771936e-06,-0.00012432784344356348,-0.00012433123476736512,0.0005439251702596305,-3.190441319094309e-10,1.710715496036572e-11,-5.902279229866043e-11,-0.4485788146773185,-0.44851851579779245,0.8970973304751113,2.836356636066798e-06,2.1747358737551283e-08,-7.507167127564704e-08,0.07101369730100478,0.07089120834166245,-0.14190490564266833,-5.761672118154843e-06,-4.30318669089516e-08,1.4854961637428732e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.6939024506556821,1.270563978090062e-07,-0.11904472488265161,-4.274358644806853e-15,452.0,0.0
3,0.0012000000000000001,0.0004571668964963449,0.00045594329139049235,-0.0012000637553034508,-1.4002077500337967e-07,-8.834480391976731e-10,2.2404014823624707e-10,-20.00032545338212,-19.999840243945894,-71.46207190962377,-4.815504520487556e-06,-2.8356695053776293e-06,5.669089611450826e-07,-0.0001299844244848594,-0.00012998943047430462,0.0005620168703671513,9.245101003610905e-11,5.807736742633572e-11,-1.2268657767449856e-11,-0.4600708367338395,-0.4599939762455219,0.920064812979362,4.384810525365001e-06,7.373394679119432e-08,-1.7826007107823578e-08,0.14496150054929471,0.14479466882687395,-0.28975616937616755,-9.51389893876861e-06,-1.572804873472875e-07,3.091479901883011e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.6939137858753693,2.023713277370012e-08,-0.11887061774281693,3.408229254375783e-11,452.0,0.0
4,0.0016,0.00066086112752611,0.0006599516138380903,-0.001600045514439265,-9.999058302564745e-08,-1.053821813232908e-09,3.77662394114792e-10,-20.000235631099677,-19.99988985611701,-73.68890205640051,1.099353379691766e-06,-3.215085940236334e-06,1.1323871062534684e-06,-0.00013534765910939978,-0.00013535125623108135,0.0005791547871901823,-2.7078308710829676e-11,6.574473471485135e-11,-2.3696018930097353e-11,-0.4706032358692118,-0.4705494873513761,0.941152723220588,2.9465990514151642e-06,8.414046038661194e-08,-2.9263299617095674e-08,0.22136035007438273,0.22123756504806405,-0.4425979151224443,-6.685101029465471e-06,-1.8786119608391528e-07,5.9311935087116384e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.6939268679893016,8.320845188514241e-07,-0.11870360750952758,1.890543277482948e-12,448.0,0.0
5,0.002,0.00086513991841508,0.00086433260894044,-0.0020000384297434075,-8.439092602659758e-08,5.876936141511677e-10,7.839601956564609e-10,-20.000111554490886,-20.000000187929643,-75.82284912048156,-2.9003835049991517e-06,2.145188323160708e-06,2.3756471156967275e-06,-0.0001404370456490391,-0.00014043829758119355,0.0005954161749058614,5.295414913694473e-11,-4.151130147088509e-11,-4.8572943879944466e-11,-0.48032242218932963,-0.48027746669690824,0.9605998888862382,2.3395208298843446e-06,-4.891953473793887e-08,-5.989673219239295e-08,0.29986013150908775,0.29975108030138337,-0.5996112118104696,-5.590141397035266e-06,1.3915330411086218e-07,1.3890468836611085e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.693941553134994,5.248177920760825e-07,-0.11854296136884424,2.964295475749168e-14,446.0,0.0
6,0.0024000000000000002,0.0010699544787757377,0.0010690577499246118,-0.0024000386622743484,-8.486772035927795e-08,-1.4356990195221048e-10,-4.346275948733172e-11,-20.000155579855747,-19.99996536880724,-77.87070841821675,9.760704682823893e-06,-4.670008468483446e-07,-3.6955791727675684e-07,-0.00014527435079986185,-0.0001452763842482678,0.000610877066508485,-1.9804237639604107e-10,1.0273378959486283e-11,5.8486757257620935e-12,-0.4893240878226188,-0.48927604904249844,0.9786001368651174,2.250557778816711e-06,8.928004267235548e-09,6.095424015798409e-09,0.3800871523531852,0.37996199170472156,-0.7600491440579029,-5.742398759817355e-06,-1.1853813021353987e-08,-3.2500650060647984e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.6939577168109522,4.02986937960801e-07,-0.11838810791482801,1.071365218763276e-14,443.0,0.0
7,0.0028000000000000004,0.0012751160897894321,0.001274245596022581,-0.0028000405920811273,-8.905154563762312e-08,-2.6413961729671032e-11,-1.2051267939843825e-10,-20.00023963846392,-19.999912681747357,-79.8383110774098,8.984295714015414e-06,2.0891745650073724e-08,-4.823653816276237e-07,-0.0001498811706231391,-0.00014988454768523243,0.0006256023758816414,-1.8278494656557997e-10,6.856651464035543e-13,8.065486763283944e-12,-0.4976797383042786,-0.4976353020313621,0.9953150403356412,2.264068377837697e-06,-5.031901158369461e-11,1.1766801941014166e-08,0.46168357230845786,0.4615603390047552,-0.9232439113132073,-6.173853569988591e-06,1.2652050350707028e-08,-4.8824703836526784e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.6939752496612176,7.285831994274219e-07,-0.11823856204710614,4.831135491656369e-13,440.0,0.0
8,0.0032000000000000006,0.0014809641607370825,0.0014795284366955687,-0.0032000721412326636,-1.588101846310342e-07,-7.12203066270331e-10,6.418132299224315e-10,-20.000387539990058,-19.999857443229452,-81.73089377014793,2.0265104673244318e-06,-2.1398219366318804e-06,1.921098712150234e-06,-0.00015427530683824,-0.0001542806634273716,0.0006396493395246777,-4.7182691606477265e-11,4.2796428449678034e-11,-3.877630833013521e-11,-0.5054777634514644,-0.50540424584801,1.0108820092994746,4.0691370505466734e-06,4.995799467417329e-08,-4.431405741842352e-08,0.5444146046680093,0.5441962099929248,-1.088610814660921,-1.1977502620354268e-05,-1.371208718276049e-07,1.1816313901460482e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.6939940564209853,6.325545723760841e-08,-0.11809389165769635,-4.135580766728708e-15,438.0,0.0
9,0.0036000000000000008,0.0016867260326328159,0.0016855459939880788,-0.0036000513902323247,-1.1241167721597295e-07,-1.1310480917733207e-09,4.3379737790175815e-10,-20.000193332175982,-19.999977557251075,-83.55212799568118,1.1592966438287088e-05,-3.276417217491028e-06,1.108343634691608e-06,-0.0001584736651420737,-0.00015847598268207175,0.0006530616269778361,-2.3217098339994308e-10,6.477497725655562e-11,-2.3059916190569678e-11,-0.512735256345526,-0.5126788310716496,1.0254140874171749,2.65276015593129e-06,7.785974417615173e-08,-2.7738519940219998e-08,0.6278786323487389,0.62770305095466,-1.2555816833033957,-8.09618754564898e-06,-2.2916270797387036e-07,7.01615980511114e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.6940140506462968,8.495164162570079e-07,-0.11795380169157699,1.8785806243926118e-12,434.0,0.0
