s_m,R_kN,q_kPa,ds_mm,relaxed,wall_s
0.0002,13.78696,13.78696,0.2,0,0.322243452
0.0004,16.94892,16.94892,0.2,0,0.602749586
0.0006,20.1071767,20.1071767,0.2,0,1.05991626
0.0008,23.2528425,23.2528425,0.2,0,1.36007118
0.001,26.3850149,26.3850149,0.2,0,1.66959524
0.0012,29.5053801,29.5053801,0.4,0,1.9904964
0.0016,35.551075,35.551075,0.4,0,2.49350452
0.0018,37.8154785,37.8154785,0.2,0,24.3678873
0.0019,38.7317443,38.7317443,0.1,0,48.0282066
0.002,39.5516188,39.5516188,0.1,0,49.4141855
0.0021,40.3178775,40.3178775,0.1,0,51.7540998
0.0022,41.075013,41.075013,0.1,0,53.7177954
0.0023,41.8167018,41.8167018,0.1,1,68.810153
0.0024,42.51038,42.51038,0.2,1,83.6453719
0.0025,43.216896,43.216896,0.1,1,117.181432
0.00255,43.5556485,43.5556485,0.05,0,140.630682
0.0026,43.8910453,43.8910453,0.05,0,143.709817
0.00265,44.2189928,44.2189928,0.05,0,146.422581
0.0027,44.5355949,44.5355949,0.05,0,148.379019
0.00275,44.8418265,44.8418265,0.05,0,151.494089
0.0028,45.1470548,45.1470548,0.1,0,156.351413
0.0029,45.7560389,45.7560389,0.1,0,159.279652
0.003,46.395008,46.395008,0.1,1,174.101042
0.0031,46.934498,46.934498,0.1,0,183.012249
0.00315,47.4055133,47.4055133,0.05,1,215.933581
0.0032,47.7864261,47.7864261,0.05,1,228.853997
0.00325,47.8977694,47.8977694,0.05,1,242.578029
0.0033,48.0120171,48.0120171,0.05,0,247.956993
0.00335,48.2313589,48.2313589,0.05,0,249.996845
0.0034,48.4608434,48.4608434,0.1,0,251.409793
0.0035,48.9512673,48.9512673,0.1,1,267.399119
0.0036,49.5343904,49.5343904,0.1,1,281.060805
0.00365,49.6849912,49.6849912,0.05,0,305.039816
0.0037,49.8972938,49.8972938,0.05,0,306.698393
0.00375,50.1228567,50.1228567,0.05,0,308.389474
0.0038,50.3521499,50.3521499,0.05,0,311.593878
0.00385,50.5842006,50.5842006,0.05,0,313.052659
0.0039,50.818131,50.818131,0.1,0,316.063238
0.004,51.2925922,51.2925922,0.1,0,318.299272
0.0041,51.7594108,51.7594108,0.1,0,319.769266
0.0042,52.2003042,52.2003042,0.1,0,321.507721
0.0043,52.6387278,52.6387278,0.1,0,323.057038
0.0044,53.0746817,53.0746817,0.1,0,324.524505
0.0045,53.4977718,53.4977718,0.2,0,326.412175
0.0046,53.9097083,53.9097083,0.1,0,346.717837
0.0047,54.3191599,54.3191599,0.1,0,348.532394
0.0048,54.7272357,54.7272357,0.1,0,351.714653
0.0049,55.226398,55.226398,0.1,1,364.410311
0.005,55.5431113,55.5431113,0.1,0,373.871357
0.0051,55.9351546,55.9351546,0.2,0,377.752975
0.0052,56.3236052,56.3236052,0.1,0,401.724554
0.0053,56.8246699,56.8246699,0.1,1,415.963844
0.0054,57.292871,57.292871,0.1,1,428.987487
0.0055,57.6059778,57.6059778,0.1,1,444.752241
0.0056,58.1132843,58.1132843,0.1,1,460.035857
0.00565,58.5018351,58.5018351,0.05,1,488.616789
0.0057,58.3262443,58.3262443,0.05,1,504.423214
0.00575,58.4633776,58.4633776,0.05,1,520.557647
0.0058,58.5991739,58.5991739,0.05,0,527.535339
0.00585,58.7731249,58.7731249,0.05,0,531.916139
0.0059,58.9514541,58.9514541,0.1,0,536.161552
0.006,59.3269797,59.3269797,0.1,0,542.1116
0.0061,59.7039398,59.7039398,0.1,0,549.037071
0.0062,60.1027617,60.1027617,0.1,0,553.993274
0.0063,60.4969939,60.4969939,0.1,0,558.57516
0.0064,60.9337752,60.9337752,0.1,0,564.328513
0.0065,61.3654525,61.3654525,0.2,0,568.770184
0.0066,61.8127652,61.8127652,0.1,0,594.107398
0.0067,62.265258,62.265258,0.1,0,597.97654
0.0068,62.6541054,62.6541054,0.1,0,600.927897
0.0069,62.9947721,62.9947721,0.1,0,603.139477
0.007,63.2900754,63.2900754,0.1,0,606.686216
0.0071,63.5627123,63.5627123,0.2,0,609.839869
0.0072,63.8261167,63.8261167,0.1,0,633.676792
0.0073,64.086636,64.086636,0.1,0,636.643517
0.0074,64.3488539,64.3488539,0.1,0,640.1285
0.0075,64.6182627,64.6182627,0.1,0,642.132558
0.0076,64.8845964,64.8845964,0.1,0,645.625984
0.0077,65.1562013,65.1562013,0.2,0,647.602316
0.0078,65.4265035,65.4265035,0.1,0,671.570614
0.0079,65.7128819,65.7128819,0.1,0,673.519374
0.008,65.9952552,65.9952552,0.1,0,677.130326
0.0081,66.2790294,66.2790294,0.1,0,679.289917
0.0082,66.5573767,66.5573767,0.1,0,681.10974
0.0083,66.8338902,66.8338902,0.2,0,685.542299
0.0084,67.1221568,67.1221568,0.1,0,707.812448
0.0085,67.4174608,67.4174608,0.1,0,709.814541
0.0086,67.7214624,67.7214624,0.1,0,711.794565
0.0087,68.0274948,68.0274948,0.1,0,713.566498
0.0088,68.3356327,68.3356327,0.1,0,715.38133
0.0089,68.6424243,68.6424243,0.2,0,725.355624
0.009,68.992136,68.992136,0.1,0,749.447737
0.0091,69.38938,69.38938,0.1,0,750.611297
0.0092,69.7931994,69.7931994,0.1,0,753.541101
